ページ,店舗/施設名称,緯度,経度,業種１,業種２,業種３,丁目
8,ラモール,36.3795085 ,140.4645124 ,衣料,婦人服＆呉服,,泉町１丁目７
8,安藤煙草,36.3794891 ,140.4645003 ,ショップ,煙草屋,,泉町１丁目７
8,そば処 萬庵,36.3794135 ,140.4645030 ,外食,蕎麦屋,,泉町１丁目７
8,加藤歯科医院,36.3793919 ,140.4654015 ,医療,歯科医,,泉町１丁目７
8,ヘアーサロン UNO,36.3793833 ,140.4644842 ,美容,美容室,,泉町１丁目７
8,大沢精肉店,36.3793066 ,140.4644588 ,食品,精肉店,,泉町１丁目７
8,ルミエル,36.3791317 ,140.4642844 ,衣料,洋装店,,泉町１丁目７
8,志村病院,36.3790183 ,140.4649697 ,医療,病院,,泉町１丁目７
8,プリメラ モリシマ,36.3788078 ,140.4642174 ,服飾,時計,,泉町１丁目７
8,マルセキ洋品店,36.3787970 ,140.4643059 ,衣料,婦人服,,泉町１丁目７
8,但馬屋,36.3787689 ,140.4643890 ,スイーツ,豆菓子,,泉町１丁目７
8,QUATRO,36.3787365 ,140.4647498 ,美容,美容室,,泉町１丁目７
8,エステスワビ,36.3787246 ,140.4648758 ,健康,整体,,泉町１丁目７
8,トム英才教室,36.3787128 ,140.4649845 ,学習・訓練,塾,,泉町１丁目７
8,東進衛星予備校,36.3786760 ,140.4648463 ,学習・訓練,塾,,泉町１丁目７
8,思学舎モア,36.3786447 ,140.4648289 ,学習・訓練,塾,,泉町１丁目７
8,太平建設,36.3786318 ,140.4649563 ,会社,建設会社,,泉町１丁目７
8,酒肴 山長,36.3780643 ,140.4635141 ,外食,居酒屋,,泉町２丁目１
8,割烹 いずみ,36.3780363 ,140.4630407 ,外食,割烹,,泉町２丁目１
8,モア,36.3778937 ,140.4635678 ,喫茶,喫茶店,,泉町２丁目１
8,日本料理 治作,36.3778851 ,140.4634484 ,外食,割烹,,泉町２丁目１
8,中華料理 菜花,36.3778171 ,140.4635436 ,外食,中華料理,,泉町２丁目１
8,アルカディウム,36.3777253 ,140.4635396 ,美容,,,泉町２丁目１
8,ISHII,36.3777069 ,140.4624681 ,衣料,洋装店,,泉町２丁目１
8,ランシェ,36.3775536 ,140.4633827 ,美容,,,泉町２丁目１
8,GOGNO,36.3775428 ,140.4634216 ,外食,イタリア料理,,泉町２丁目１
8,COPPER,36.3775342 ,140.4634605 ,外食,居酒屋,,泉町２丁目１
8,酒房 seek,36.3775288 ,140.4634954 ,外食,居酒屋,,泉町２丁目１
8,くるーと,36.3774370 ,140.4634431 ,食品,パン屋,,泉町２丁目１
8,jobi Lounge ITH,36.3788277 ,140.4628811 ,会社,職業紹介,,泉町２丁目２
8,トップ,36.3787943 ,140.4631292 ,サービス,写真屋,,泉町２丁目２
8,クロロフィル美顔美容,36.3787705 ,140.4632245 ,美容,美容室,,泉町２丁目２
8,Ｊ・Ｄ・Ｒスミヤ,36.3787586 ,140.4630380 ,服飾,服飾店,,泉町２丁目２
8,名鉄観光,36.3787446 ,140.4628463 ,旅行,旅行代理店,,泉町２丁目２
8,ル・ポワール,36.3787446 ,140.4631051 ,外食,レストラン,,泉町２丁目２
8,タッチヘアー,36.3787316 ,140.4632111 ,美容,美容室,,泉町２丁目２
8,ハセガワ婦人服,36.3787230 ,140.4633358 ,服飾,服飾店,,泉町２丁目２
8,リン,36.3787079 ,140.4634498 ,喫茶,喫茶店,,泉町２丁目２
8,jelly beans,36.3786949 ,140.4631963 ,？,,,泉町２丁目２
8,ウエノ,36.3786723 ,140.4635287 ,服飾,宝石,,泉町２丁目２
8,GUELL,36.3786668 ,140.4634323 ,美容,美容室,,泉町２丁目２
8,ビーファイン,36.3786507 ,140.4635193 ,美容,美容室,,泉町２丁目２
8,山翆 郷土料理,36.3786442 ,140.4636091 ,外食,飲食店,,泉町２丁目２
8,優光堂,36.3786302 ,140.4636815 ,服飾,メガネ店,,泉町２丁目２
8,めぐみや 手芸センター,36.3785945 ,140.4638277 ,服飾,服飾小物,,泉町２丁目２
8,喫茶ロぺ,36.3785200 ,140.4638040 ,喫茶,喫茶店,,泉町２丁目２
8,理容まつお,36.3784758 ,140.4637754 ,美容,理容店,,泉町２丁目２
8,生そば 駿河屋,36.3784391 ,140.4637634 ,外食,蕎麦屋,,泉町２丁目２
8,水戸屋食堂,36.3783635 ,140.4637178 ,外食,飲食店,,泉町２丁目２
8,きもの処 雅樂,36.3783203 ,140.4636976 ,衣料,衣料,,泉町２丁目２
8,Sora ジュエリー,36.3782857 ,140.4636668 ,服飾,宝石,,泉町２丁目２
8,リラクゼーションエステ YOSAパーク,36.3782544 ,140.4635622 ,美容,エステ,,泉町２丁目２
8,キッチンあじへい,36.3782318 ,140.4636547 ,外食,飲食店,,泉町２丁目２
8,Coo-kai 美容,36.3781842 ,140.4636225 ,美容,,,泉町２丁目２
8,維新 料理,36.3781227 ,140.4635984 ,外食,割烹,,泉町２丁目２
8,カジュアル Indian,36.3780633 ,140.4636239 ,衣料,ファッション,,泉町２丁目２
8,インフィニティ法律事務所,36.3780471 ,140.4635944 ,サービス,法律事務所,,泉町２丁目２
8,corretc,36.3780115 ,140.4636091 ,衣料,婦人服,,泉町２丁目２
9,茨城トヨタ水戸泉町営業所,36.3796867 ,140.4627574 ,ショップ,自動車販売店,,泉町２丁目３
9,シャンテプナルン ヨガ,36.3796500 ,140.4631571 ,学習・訓練,ヨガスクール,,泉町２丁目３
9,つばさ療術院,36.3796435 ,140.4631973 ,健康,療術院,,泉町２丁目３
9,イオプランニング,36.3796262 ,140.4632483 ,会社,,,泉町２丁目３
8,大部プロパン,36.3796133 ,140.4633636 ,燃料,プロパン,,泉町２丁目３
9,オダギデザイン,36.3796111 ,140.4632885 ,会社,,,泉町２丁目３
9,泉町会館,36.3794708 ,140.4623283 ,公的機関,集会所,,泉町２丁目３
9,新鮮市,36.3794341 ,140.4623122 ,食品,市場,,泉町２丁目３
9,十銭屋 セトモノ店,36.3794297 ,140.4623739 ,ショップ,瀬戸物店,,泉町２丁目３
9,伊太利庵 竃焼きピッツァ,36.3794254 ,140.4624409 ,外食,洋食店,,泉町２丁目３
8,lolipop cowboy,36.3793828 ,140.4642301 ,ショップ,雑貨,,泉町２丁目３
9,ラーメン サトー通,36.3793650 ,140.4625750 ,外食,ラーメン店,,泉町２丁目３
9,居酒屋穴とら屋,36.3793563 ,140.4625267 ,外食,居酒屋,,泉町２丁目３
9,筑波銀行泉町支店,36.3793563 ,140.4628486 ,金融,銀行,,泉町２丁目３
8,かまや 青果,36.3793223 ,140.4642193 ,食品,青果店,,泉町２丁目３
8,第一総合警備保障,36.3792526 ,140.4639397 ,会社,警備会社,,泉町２丁目３
8,味処 にし村,36.3792510 ,140.4641550 ,外食,割烹,,泉町２丁目３
9,タトコロ洋品店,36.3792440 ,140.4629157 ,衣料,洋品店,,泉町２丁目３
8,イワタニアートスクール,36.3792251 ,140.4635971 ,学習・訓練,アートスクール,,泉町２丁目３
8,環境整備（株）,36.3792116 ,140.4639237 ,会社,,,泉町２丁目３
8,ハイセンス・ハイライフ石川,36.3792057 ,140.4631491 ,服飾,宝石・時計,,泉町２丁目３
8,常陽銀行,36.3792035 ,140.4632671 ,金融,銀行,,泉町２丁目３
8,美容室 オペラ,36.3791884 ,140.4636614 ,美容,美容室,,泉町２丁目３
8,根崎解体,36.3791727 ,140.4639156 ,会社,,,泉町２丁目３
8,宮川内科クリニック,36.3791727 ,140.4640846 ,医療,病院,,泉町２丁目３
8,食酒房 炊きや,36.3791603 ,140.4635649 ,外食,飲食店,,泉町２丁目３
8,松井法律事務所,36.3791360 ,140.4638941 ,サービス,法律事務所,,泉町２丁目３
8,中央ビル歯科医院,36.3791015 ,140.4640524 ,医療,歯科医,,泉町２丁目３
8,ひろ寿,36.3790955 ,140.4635354 ,外食,居酒屋,,泉町２丁目３
8,岩間東華堂薬局,36.3790934 ,140.4634415 ,医療,薬局,,泉町２丁目３
8,アートスペース月虹舎,36.3790912 ,140.4636158 ,文化・芸術,ギャラリー,,泉町２丁目３
8,望星水戸薬局,36.3790648 ,140.4640336 ,医療,薬局,,泉町２丁目３
8,中国料理 鉄人,36.3790367 ,140.4637681 ,外食,中華料理,,泉町２丁目３
8,インド料理 マハラニ,36.3790286 ,140.4635193 ,外食,インド料理,,泉町２丁目３
8,かわまた音楽教室,36.3790237 ,140.4636769 ,学習・訓練,音楽教室,,泉町２丁目３
8,海鮮厨房 天天,36.3790151 ,140.4638378 ,外食,居酒屋,,泉町２丁目３
8,かわまた楽器店,36.3790108 ,140.4637279 ,音楽,楽器店,,泉町２丁目３
8,大和証券,36.3789849 ,140.4639210 ,金融,証券,,泉町２丁目３
8,東日本銀行,36.3789611 ,140.4639988 ,金融,銀行,,泉町２丁目３
9,すまいるくらぶ保育,36.3802482 ,140.4634548 ,学校,保育園,,泉町２丁目４
9,共同生活介護支援施設タウンいずみ,36.3802460 ,140.4630927 ,サービス,介護施設,,泉町２丁目４
9,茨城トヨタ中古車展示場,36.3800538 ,140.4629237 ,ショップ,自動車販売店,,泉町２丁目４
8,茨城トヨペット,36.3796996 ,140.4640631 ,ショップ,車販売,,泉町２丁目４
9,ｋｏａ,36.3794816 ,140.4609094 ,衣料,,,泉町３丁目１
9,ナカタ印章・ゴム印,36.3794664 ,140.4609818 ,文具,印鑑店,,泉町３丁目１
9,東華堂メディフロールーム,36.3793606 ,140.4611481 ,健康,セラピー,,泉町３丁目１
9,ＰＯＩＮＴ ＬＴＤ,36.3792764 ,140.4614780 ,衣料,洋品店,,泉町３丁目１
9,ライフ総合研究所,36.3792678 ,140.4615504 ,会社,事務所,,泉町３丁目１
9,日立ビルシステム,36.3792289 ,140.4616014 ,会社,事務所,,泉町３丁目１
9,三菱ＵＦＪモルガン・スタンレー証券,36.3792224 ,140.4616550 ,金融,証券,,泉町３丁目１
9,和多門 酒房,36.3792159 ,140.4608235 ,外食,居酒屋,,泉町３丁目１
9,タキタアートセンター,36.3791706 ,140.4617408 ,文化・芸術,アートセンター,,泉町３丁目１
9,岩間東華堂クリニック,36.3791620 ,140.4618294 ,医療,医院,,泉町３丁目１
9,ワイエスワン,36.3791576 ,140.4614995 ,会社,事務所,,泉町３丁目１
9,鰻ぬりや,36.3791512 ,140.4618884 ,外食,鰻店,,泉町３丁目１
9,茨城ビル代行,36.3791296 ,140.4615424 ,会社,事務所,,泉町３丁目１
9,前野輪店,36.3791252 ,140.4619662 ,ショップ,自転車店,,泉町３丁目１
9,マツオ理容,36.3791145 ,140.4620252 ,美容,理容店,,泉町３丁目１
9,伊勢甚本社,36.3791037 ,140.4616067 ,住宅,不動産,,泉町３丁目１
9,ヴァイニルマシンレコード,36.3790799 ,140.4620359 ,音楽,レコード,,泉町３丁目１
9,喫茶チャペル,36.3790238 ,140.4620010 ,喫茶,喫茶店,,泉町３丁目１
9,ハーレム,36.3789957 ,140.4611776 ,娯楽,ソープランド,,泉町３丁目１
9,はれんち学園,36.3789460 ,140.4607028 ,娯楽,ソープランド,,泉町３丁目１
9,キューピット,36.3788640 ,140.4610140 ,娯楽,風俗店,,泉町３丁目１
9,里美,36.3786847 ,140.4618240 ,？,,,泉町３丁目１
9,佐久間歯科医院,36.3786329 ,140.4610515 ,医療,歯科医院,,泉町３丁目１
9,近海料理 直,36.3800355 ,140.4621123 ,外食,近海料理,,泉町３丁目２
9,紺碧,36.3799858 ,140.4611481 ,外食,スナック,,泉町３丁目２
9,金刀比羅神社,36.3799664 ,140.4613560 ,宗教,神社,,泉町３丁目２
9,茨城オートタクシー,36.3799631 ,140.4617408 ,交通,タクシー,,泉町３丁目２
9,加納合名本社,36.3799394 ,140.4622558 ,会社,事務機器,,泉町３丁目２
9,やきとり福とり,36.3799124 ,140.4611119 ,外食,居酒屋,,泉町３丁目２
9,笠間焼 泉町ギャラリー窯,36.3798357 ,140.4610824 ,文化・芸術,ギャラリー,,泉町３丁目２
9,登利庄たばこ,36.3797947 ,140.4610395 ,ショップ,たばこ店,,泉町３丁目２
9,ドラッグ 城南,36.3797893 ,140.4611360 ,医療,薬局,,泉町３丁目２
9,海鮮居酒屋 浜焼太郎,36.3797472 ,140.4614391 ,外食,居酒屋,,泉町３丁目２
9,焼き鳥 大吉,36.3797396 ,140.4613399 ,外食,居酒屋,,泉町３丁目２
9,マルシチ衣料,36.3797364 ,140.4612567 ,衣料,洋品店,,泉町３丁目２
9,焼肉ジュウジュウ,36.3797159 ,140.4614243 ,外食,焼肉店,,泉町３丁目２
9,三菱東京UFJ銀行水戸支店,36.3796164 ,140.4618252 ,金融,銀行,,泉町３丁目２
9,ローソン,36.3795021 ,140.4620504 ,ショップ,コンビニ,,泉町３丁目２
9,銀次郎パブ,36.3810099 ,140.4618917 ,外食,居酒屋,,泉町３丁目３
9,酒処 松川,36.3810008 ,140.4618699 ,外食,居酒屋,,泉町３丁目３
9,あさや,36.3809609 ,140.4618430 ,スイーツ,和菓子店,,泉町３丁目３
9,開化亭レストラン,36.3808086 ,140.4617894 ,外食,洋食店,,泉町３丁目３
9,水戸食販本部,36.3807935 ,140.4621998 ,会社,,,泉町３丁目３
9,割烹名取亭,36.3807546 ,140.4623661 ,外食,和食店,,泉町３丁目３
9,富岡ゴム,36.3806683 ,140.4618189 ,会社,,,泉町３丁目３
9,古着屋 STRAY SHEEP,36.3805613 ,140.4627990 ,衣料,古着屋,,泉町３丁目３
9,ウイル水戸,36.3805529 ,140.4627574 ,マンション,,,泉町３丁目３
9,コインランドリー,36.3805343 ,140.4628593 ,サービス,コインランドリー,,泉町３丁目３
9,サニーダンススクール,36.3804663 ,140.4623647 ,学習・訓練,ダンススクール,,泉町３丁目３
9,お食事 春夏秋冬,36.3804296 ,140.4627762 ,外食,レストラン,,泉町３丁目３
9,伊丹,36.3802223 ,140.4620372 ,外食,居酒屋,,泉町３丁目３
9,とり一,36.3801650 ,140.4622062 ,外食,居酒屋,,泉町３丁目３
9,プリンス美容室,36.3801370 ,140.4625857 ,美容,美容室,,泉町３丁目３
9,漁火,36.3801154 ,140.4623618 ,外食,居酒屋,,泉町３丁目３
9,もり蔵,36.3800463 ,140.4625401 ,外食,居酒屋,,泉町３丁目３
10,蘭 フラワーショップ,36.3811286 ,140.4608779 ,ショップ,花,,泉町３丁目４
9,カネコ美容室,36.3810077 ,140.4614599 ,美容,美容室,,泉町３丁目４
10,グランソーレマンション,36.3809943 ,140.4603079 ,マンション,,,泉町３丁目４
9,りんかい日産建設,36.3809943 ,140.4613146 ,会社,建設業,,泉町３丁目４
9,焼き鳥銀次郎,36.3809937 ,140.4615833 ,外食,居酒屋,,泉町３丁目４
9,黒沢設備,36.3808486 ,140.4614796 ,会社,,,泉町３丁目４
9,焼き鳥・おでん 美歌,36.3807838 ,140.4614461 ,外食,居酒屋,,泉町３丁目４
9,菊正塗装店,36.3807602 ,140.4611481 ,会社,,,泉町３丁目４
9,BELL COMONS,36.3807590 ,140.4614300 ,？,,,泉町３丁目４
10,かに料理 はな川,36.3807474 ,140.4610515 ,外食,レストラン,かに料理,泉町３丁目４
9,アーバンハウス,36.3807201 ,140.4614139 ,外食,バー,,泉町３丁目４
9,居酒屋庄助,36.3806974 ,140.4614018 ,外食,居酒屋,,泉町３丁目４
9,たばこショップやおきん,36.3805529 ,140.4612467 ,ショップ,たばこ店,,泉町３丁目５
9,富岡ゴム,36.3804817 ,140.4612132 ,会社,卸・小売,,泉町３丁目５
10,豆腐料理 一丁,36.3804657 ,140.4600946 ,外食,豆腐料理,,泉町３丁目５
10,ぬりや 鰻,36.3804635 ,140.4601925 ,外食,レストラン,うなぎ,泉町３丁目５
10,中川楼本店,36.3804452 ,140.4604474 ,外食,居酒屋,割烹,泉町３丁目５
9,光地技建,36.3804385 ,140.4611703 ,会社,,,泉町３丁目５
9,ベルロード,36.3804104 ,140.4611515 ,？,,,泉町３丁目５
10,鰻亭,36.3803642 ,140.4605721 ,外食,レストラン,うなぎ,泉町３丁目５
10,コドモヤ 駄菓子,36.3803685 ,140.4599592 ,食品,駄菓子,,泉町３丁目６
10,宮内美粧院,36.3803059 ,140.4601349 ,美容,,,泉町３丁目６
10,酒工房 樹家,36.3802627 ,140.4603079 ,外食,居酒屋,,泉町３丁目６
10,成文堂印房,36.3801936 ,140.4598868 ,文具,印章,,泉町３丁目６
9,割烹料理 砦,36.3801362 ,140.4608015 ,外食,割烹,,泉町３丁目６
10,銘茶 間々田園,36.3801310 ,140.4600048 ,ショップ,お茶,,泉町３丁目６
10,高畑人形店,36.3801288 ,140.4600772 ,ショップ,人形,,泉町３丁目６
10,鳥ぎん,36.3800727 ,140.4602381 ,外食,釜飯、焼き鳥,,泉町３丁目６
9,鳥かづ,36.3800584 ,140.4609517 ,外食,居酒屋,,泉町３丁目６
10,いづみや食堂,36.3800306 ,140.4603039 ,外食,食堂,,泉町３丁目６
10,水野商店,36.3800111 ,140.4604246 ,ショップ,自転車,,泉町３丁目６
10,さけの家　浜伸,36.3799884 ,140.4605050 ,外食,居酒屋,,泉町３丁目６
9,ジョイホームたけうち,36.3799774 ,140.4605694 ,ショップ,日用雑貨,,泉町３丁目６
9,初鮨,36.3799656 ,140.4609007 ,外食,寿司店,,泉町３丁目６
9,和DINIG あもん,36.3799602 ,140.4606311 ,外食,居酒屋,,泉町３丁目６
9,reve・Ace,36.3799440 ,140.4606580 ,,,,泉町３丁目６
9,水戸土地,36.3799159 ,140.4607237 ,住宅,不動産,,泉町３丁目６
9,バルーンアート パパメイアン,36.3798813 ,140.4608122 ,,,,泉町３丁目６
9,生花 花樹,36.3798608 ,140.4608591 ,ショップ,生花店,,泉町３丁目６
10,小林履物店,36.3798608 ,140.4597919 ,ショップ,靴,,泉町３丁目７
10,橋本金物店,36.3797895 ,140.4598214 ,ショップ,金物,,泉町３丁目７
10,伊勢屋,36.3797463 ,140.4598777 ,スイーツ,だんご、餅,,泉町３丁目７
10,スーパーホテル,36.3797161 ,140.4599957 ,宿泊,ホテル,,泉町３丁目７
10,足利銀行,36.3795952 ,140.4602666 ,金融,銀行,,泉町３丁目７
10,水野安吉商店,36.3792483 ,140.4598274 ,会社,工作機械,,泉町３丁目７
7,水戸五軒町郵便局,36.3791249 ,140.4670274 ,公共サービス,郵便局,,五軒町１丁目１
7,サンドイッチ・ピクルス,36.3788582 ,140.4669604 ,食品,サンドイッチ店,,五軒町１丁目１
7,PGフォトクラフト,36.3787955 ,140.4670596 ,サービス,写真撮影,,五軒町１丁目１
7,関根氷店,36.3787718 ,140.4671092 ,ショップ,氷店,,五軒町１丁目１
7,弁当・惣菜さくら亭,36.3787502 ,140.4671575 ,食品,弁当・惣菜店,,五軒町１丁目１
7,電化のカワライ,36.3786737 ,140.4672826 ,ショップ,電器店,,五軒町１丁目１
7,みと文化交流プラザ,36.3796209 ,140.4666191 ,公的機関,ひなん場所,,五軒町１丁目２
7,小堀巌 美容室 クチュールカフェ,36.3792052 ,140.4663174 ,美容,美容室,,五軒町１丁目２
7,ドゥエ マリエ ブライダル,36.3791782 ,140.4663643 ,ショップ,婚礼用品,,五軒町１丁目２
7,三浦豆腐店,36.3790476 ,140.4665641 ,食品,豆腐店,,五軒町１丁目２
7,ハーモニー音楽院 高橋楽器,36.3790152 ,140.4666137 ,音楽,楽器店,,五軒町１丁目２
7,丸屋 寿司,36.3789839 ,140.4666607 ,外食,寿司店,,五軒町１丁目２
7,明治牛乳,36.3789547 ,140.4667076 ,食品,牛乳店,,五軒町１丁目２
8,芸術の駅,36.3805291 ,140.4654005 ,サービス,まちの駅,,五軒町１丁目６
8,水戸芸術館,36.3804600 ,140.4654300 ,文化・芸術,公的施設,,五軒町１丁目６
7,可志満寿司,36.3795147 ,140.4656629 ,外食,寿司店,,五軒町１丁目６
7,パブハウス美雅,36.3794619 ,140.4660958 ,外食,パブ,,五軒町１丁目６
7,石山仏具店,36.3794582 ,140.4658173 ,ショップ,仏具店,,五軒町１丁目６
7,Cafe２０２,36.3793536 ,140.4660442 ,喫茶,カフェ,,五軒町１丁目６
9,茨城県信用組合農林水産部,36.3806243 ,140.4632223 ,金融,信用組合,,五軒町２丁目１
8,HIROSHI,36.3803885 ,140.4647256 ,外食,レストラン,イタリア料理,五軒町２丁目１
8,ホワイト急便,36.3802956 ,140.4646774 ,サービス,クリーニング,,五軒町２丁目１
8,AVIGNON,36.3802395 ,140.4646398 ,スイーツ,洋菓子,,五軒町２丁目１
8,シャイン 脱毛,36.3802136 ,140.4646183 ,美容,脱毛,,五軒町２丁目１
8,海鮮レストラン いさ美,36.3800322 ,140.4645459 ,外食,レストラン,,五軒町２丁目１
9,聖母幼稚園,36.3816747 ,140.4629101 ,学校,幼稚園,,五軒町２丁目４
9,東和薬品,36.3813391 ,140.4623264 ,医療,薬局,,五軒町２丁目４
9,セブンイレブン,36.3812290 ,140.4621226 ,ショップ,コンビニ,,五軒町２丁目４
9,さいとう歯科医院,36.3810973 ,140.4623023 ,医療,歯科医院,,五軒町２丁目４
9,大成女子高等学校,36.3823886 ,140.4615519 ,学校,高等学校,,五軒町３丁目１
10,オークタウン,36.3816050 ,140.4600048 ,ビル,,,五軒町３丁目１
10,サンユー,36.3815897 ,140.4606678 ,ショップ,スーパー,,五軒町３丁目１
10,マロン,36.3815273 ,140.4598107 ,外食,レストラン,洋食,五軒町３丁目１
10,中華　鴻福,36.3814837 ,140.4601340 ,外食,レストラン,中華,五軒町３丁目１
10,カトレア,36.3814642 ,140.4602189 ,ショップ,生花,,五軒町３丁目１
10,プレジデント,36.3814642 ,140.4603079 ,ビル,,,五軒町３丁目１
9,アオキ薬局,36.3811923 ,140.4616538 ,医療,薬局,,五軒町３丁目１
10,広木たばこ店,36.3816050 ,140.4594942 ,ショップ,たばこ,,五軒町３丁目６
10,青果 小松屋商店,36.3815683 ,140.4595639 ,食品,青果,,五軒町３丁目６
7,江端産婦人科病院,36.3760785 ,140.4644097 ,医療,産婦人科,,備前町４
8,K' Sギャラリー,36.3772092 ,140.4636053 ,美容,美容室,,備前町５
8,Ludo,36.3771660 ,140.4635919 ,外食,バー,,備前町５
8,LA・PALETTE,36.3771325 ,140.4638588 ,外食,レストラン,,備前町５
8,SPYDER,36.3771239 ,140.4635799 ,衣料,洋装店,,備前町５
8,少友幼稚園,36.3770656 ,140.4642209 ,学校,幼稚園,,備前町５
8,榊税理士事務所,36.3770073 ,140.4637730 ,サービス,税理事務所,,備前町５
10,水戸信用金庫　大工町支店,36.3802382 ,140.4584355 ,金融,信用金庫,,大工町１丁目
10,ガーデンキッチン リチェッタ,36.3799922 ,140.4590000 ,外食,レストラン,,大工町１丁目
10,まちの駅,36.3799857 ,140.4590858 ,サービス,まちの駅,,大工町１丁目
10,はかまつか電機,36.3799339 ,140.4579579 ,ショップ,電機,,大工町１丁目
10,ホテル・ザ・ウエストヒルズ・水戸,36.3799080 ,140.4591153 ,宿泊,ホテル,,大工町１丁目
10,セブンイレブン,36.3798886 ,140.4592736 ,ショップ,コンビニエンス,,大工町１丁目
10,松屋茶店,36.3798788 ,140.4579512 ,ショップ,お茶,,大工町１丁目
10,トモスみと,36.3797895 ,140.4587881 ,ショップ,モール,,大工町１丁目
10,すずきラーメン,36.3796035 ,140.4579566 ,外食,ラーメン,,大工町１丁目
10,ニチリキクリーニング,36.3795614 ,140.4579687 ,サービス,クリーニング,,大工町１丁目
10,水戸総合住宅センター,36.3793433 ,140.4581524 ,住宅,不動産,,大工町１丁目
10,純福音水戸協会,36.3793066 ,140.4581752 ,宗教,協会,,大工町１丁目
10,ザ・レジデンス・水戸,36.3793066 ,140.4588313 ,マンション,,,大工町１丁目
10,セレモニーホール オケキ,36.3792127 ,140.4582060 ,冠婚葬祭,斎場,,大工町１丁目
10,居酒屋 みのる,36.3807116 ,140.4588934 ,外食,居酒屋,,大工町１丁目３
10,ほっともっと地区本部,36.3805758 ,140.4589463 ,会社,,,大工町１丁目３
10,あきこ外国語教室,36.3805391 ,140.4589302 ,学習・訓練,外国語,,大工町１丁目３
10,常磐第一興商ビル,36.3805391 ,140.4591941 ,ビル,飲食街,,大工町１丁目３
10,ソフトマーケティングリサーチ,36.3805359 ,140.4587881 ,会社,,,大工町１丁目３
10,水戸地産 サンコー,36.3805035 ,140.4588498 ,会社,,,大工町１丁目３
10,M・コーポレーション,36.3804916 ,140.4589061 ,会社,,,大工町１丁目３
10,第二八光ビル,36.3804916 ,140.4590134 ,ビル,,,大工町１丁目３
10,鮨 河乃,36.3804827 ,140.4589899 ,外食,寿司,,大工町１丁目３
10,二鶴堂 小倉印房,36.3804460 ,140.4590462 ,文具,印章,,大工町１丁目３
10,喜久水食堂,36.3803898 ,140.4593332 ,外食,飲食店,,大工町１丁目３
10,川上陶器店,36.3803272 ,140.4597409 ,ショップ,陶器,,大工町１丁目３
10,扇屋,36.3803056 ,140.4594915 ,？,,,大工町１丁目３
10,大工町歯科医院,36.3802840 ,140.4595559 ,医療,歯科医,,大工町１丁目３
10,奴寿司,36.3807764 ,140.4590543 ,外食,レストラン,すし,大工町１丁目４
10,いしつかタバコ,36.3814431 ,140.4592394 ,ショップ,たばこ,,大工町１丁目５
10,日光屋,36.3814104 ,140.4593192 ,食品,青果店,,大工町１丁目５
10,ファッションネートビル,36.3814104 ,140.4594103 ,ビル,,,大工町１丁目５
10,割烹 山口楼,36.3813135 ,140.4597329 ,外食,飲食店,割烹,大工町１丁目５
10,高野モータース,36.3813049 ,140.4600950 ,ショップ,バイク,,大工町１丁目５
10,酒肆 大関,36.3812120 ,140.4601003 ,外食,居酒屋,,大工町１丁目５
10,花亭,36.3811602 ,140.4595907 ,外食,レストラン,日本料理,大工町１丁目５
10,中華そば 石田屋,36.3811494 ,140.4600816 ,外食,飲食店,中華そば,大工町１丁目５
11,ローソン,36.3815289 ,140.4580911 ,ショップ,コンビニ,,大工町１丁目６
10,BIG TRAPビル,36.3814431 ,140.4590543 ,ビル,,,大工町１丁目６
10,松の木の家,36.3812277 ,140.4589872 ,外食,居酒屋,,大工町１丁目６
10,太津美屋本店,36.3811402 ,140.4583281 ,外食,居酒屋,割烹,大工町１丁目６
10,シミズ理容,36.3811284 ,140.4589282 ,美容,理容,,大工町１丁目６
10,サウナアテイ,36.3808846 ,140.4585252 ,？,,,大工町１丁目６
10,居酒屋 たんぽぽ,36.3808285 ,140.4584998 ,外食,飲食店,,大工町１丁目６
10,三笠ベルスポット,36.3808285 ,140.4587881 ,ビル,,,大工町１丁目６
10,CRESCER CLUB,36.3807799 ,140.4584810 ,外食,飲食店,,大工町１丁目６
10,居酒屋 とん亭,36.3807451 ,140.4586741 ,外食,居酒屋,,大工町１丁目６
10,大工町交番,36.3806104 ,140.4585078 ,公共サービス,警察,,大工町１丁目６
11,オリックスレンタカーP,36.3812704 ,140.4581590 ,駐車場,,,大工町２丁目１
11,髪愛美容室,36.3807785 ,140.4572354 ,美容,美容室,,大工町２丁目１
11,飯村不動産,36.3807720 ,140.4572910 ,住宅,不動産,,大工町２丁目１
11,瀧田酒造店,36.3807606 ,140.4574335 ,会社,,,大工町２丁目１
11,水戸大工町郵便局,36.3807367 ,140.4574746 ,公共サービス,,,大工町２丁目１
11,成井薬局,36.3806990 ,140.4577299 ,医療,薬局,,大工町２丁目１
11,割烹魚政,36.3806846 ,140.4578102 ,外食,割烹,,大工町２丁目１
11,パイパイ麻雀,36.3806688 ,140.4578868 ,娯楽,,,大工町２丁目１
11,一弘堂,36.3806418 ,140.4579270 ,書籍,,,大工町２丁目１
11,スナック88,36.3805725 ,140.4571441 ,外食,スナック,,大工町２丁目１
11,フクダヤ総合衣料,36.3802035 ,140.4576793 ,衣料,,,大工町２丁目１
11,韓国物産,36.3800221 ,140.4576417 ,ショップ,韓国物産,,大工町２丁目１
